TYPE,OBJECTID,year,month,dayinweek,hour,road,lanes,latitude,longitude,severity,severityString
Cyclist,203105956,2020,7,7,19,LECHNER AVE,2,39.956006,-83.052849,3,Non-Incapacitating Injury
Cyclist,203107755,2020,7,3,15,Summit ST,2,40.005705,-83.000778,4,Possible Injury
Cyclist,203109514,2020,7,2,16,PLYMOUTH AVE,2,39.97102,-82.905837,5,Property Damage
Cyclist,203110692,2020,7,6,19,Town ST,2,39.954392,-83.036278,3,Non-Incapacitating Injury
Cyclist,203110708,2020,7,7,19,Maryland AVE,2,39.977718,-82.953588,2,Incapacitating Injury
Cyclist,203110713,2020,7,7,18,MORSE RD,4,40.059066,-82.94366,4,Possible Injury
Cyclist,203111113,2020,7,6,15,Livingston AVE,4,39.94221,-82.832655,3,Non-Incapacitating Injury
Cyclist,203111632,2020,7,4,19,High ST,2,40.118406,-83.016141,3,Non-Incapacitating Injury
Cyclist,203111795,2020,7,2,23,Clime RD,2,39.928038,-83.092844,2,Incapacitating Injury
Cyclist,203112557,2020,7,2,16,Bethel RD,2,40.063415,-83.046284,4,Possible Injury
Cyclist,203113257,2020,7,4,1,SOUTHWOOD AVE,2,39.931997,-82.980207,3,Non-Incapacitating Injury
Cyclist,203115407,2020,7,6,19,NELSON RD,2,39.957412,-82.94748,4,Possible Injury
Cyclist,203118814,2020,7,4,20,Olentangy River RD,4,39.990866,-83.025968,3,Non-Incapacitating Injury
Cyclist,203118916,2020,7,6,1,CLEVELAND AVE,4,40.017092,-82.965261,3,Non-Incapacitating Injury
Cyclist,203119018,2020,5,5,11,Courtright RD,4,39.943312,-82.897119,2,Incapacitating Injury
Cyclist,203119354,2020,7,6,13,Maryland AVE,2,39.977876,-82.958108,3,Non-Incapacitating Injury
Cyclist,203120413,2020,7,2,6,Main ST,4,39.95743,-82.947428,4,Possible Injury
Cyclist,203123235,2020,7,4,16,ST CLAIR AVE,2,39.987533,-82.97715,3,Non-Incapacitating Injury
Cyclist,203124500,2020,7,6,20,Columbian AVE,2,39.944387,-83.049087,4,Possible Injury
Cyclist,203126655,2020,7,6,14,11th ST,4,39.966716,-82.985844,3,Non-Incapacitating Injury
Cyclist,203126893,2020,8,3,20,5TH AVE,4,39.986858,-82.999601,3,Non-Incapacitating Injury
Cyclist,203127888,2020,7,7,22,WINCHESTER PIKE,2,39.884445,-82.854524,3,Non-Incapacitating Injury
Cyclist,203127889,2020,7,1,17,HENDRON RD,2,39.858667,-82.895589,4,Possible Injury
Cyclist,203128214,2020,8,6,16,Duxberry AVE,2,40.008846,-82.970375,3,Non-Incapacitating Injury
Cyclist,203128461,2020,8,7,9,HENDERSON RD,3,40.05151,-83.022501,2,Incapacitating Injury
Cyclist,203129947,2020,8,5,22,REFUGEE RD,2,39.921952,-82.86433,3,Non-Incapacitating Injury
Cyclist,203130118,2020,8,3,11,MAIN ST,4,39.954808,-82.828749,3,Non-Incapacitating Injury
Cyclist,203131470,2020,8,3,18,Lane AVE,2,40.005705,-83.000778,3,Non-Incapacitating Injury
Cyclist,203131493,2020,8,1,20,Marston RD,2,40.005276,-82.950078,2,Incapacitating Injury
Cyclist,203136956,2020,8,6,12,LIVINGSTON AVE,4,39.948433,-82.945262,4,Possible Injury
Cyclist,203137420,2020,8,6,6,DUBLIN GRANVILLE RD,2,40.079837,-82.876575,3,Non-Incapacitating Injury
Cyclist,203137826,2020,8,7,22,NORTH BROADWAY WAY,4,40.030992,-82.995059,3,Non-Incapacitating Injury
Cyclist,203139509,2020,8,3,8,HIGH ST,4,39.97472,-83.003072,3,Non-Incapacitating Injury
Cyclist,203139824,2020,8,5,16,5TH ST,2,39.987579,-83.018835,4,Possible Injury
Cyclist,203141907,2020,8,4,21,Kenny RD,4,40.053015,-83.049629,3,Non-Incapacitating Injury
Cyclist,203141977,2020,8,6,22,GENDER RD,2,39.880573,-82.825885,3,Non-Incapacitating Injury
Cyclist,203143575,2020,8,2,13,POLO DR,1,40.09333,-82.995148,3,Non-Incapacitating Injury
Cyclist,203146286,2020,7,7,14,MOCK RD,2,40.011576,-82.95111,3,Non-Incapacitating Injury
Cyclist,203146951,2020,9,6,19,COLLEGE AVE,2,39.957238,-82.939982,3,Non-Incapacitating Injury
Cyclist,203147316,2020,9,7,0,Mound ST,4,39.956187,-82.95301,2,Incapacitating Injury
Cyclist,203147321,2020,9,7,19,Oakland Park AVE,4,40.032084,-82.980561,2,Incapacitating Injury
Cyclist,203148520,2020,9,1,18,BASSETT AVE,2,39.977183,-82.963752,3,Non-Incapacitating Injury
Cyclist,203149302,2020,9,1,18,High ST,4,40.027462,-83.014781,3,Non-Incapacitating Injury
Cyclist,203150974,2020,9,6,9,LANE AVE,4,40.006095,-83.010796,3,Non-Incapacitating Injury
Cyclist,203151600,2020,9,7,17,Schrock RD,4,40.105264,-82.974567,3,Non-Incapacitating Injury
Cyclist,203152112,2020,9,6,23,HIGH ST,4,39.987111,-83.005513,3,Non-Incapacitating Injury
Cyclist,203152605,2020,9,2,9,GOULD RD,2,39.970973,-82.923249,5,Property Damage
Cyclist,203152901,2020,9,4,20,HAGUE AVE,2,39.967719,-83.07834,4,Possible Injury
Cyclist,203155218,2020,9,3,17,Morse RD,4,40.058532,-82.931752,5,Property Damage
Cyclist,203157907,2020,9,4,22,MOUND ST,4,39.938855,-83.061008,3,Non-Incapacitating Injury
Cyclist,203158216,2020,9,2,6,LIVINGSTON AVE,4,39.948346,-82.943632,3,Non-Incapacitating Injury
Cyclist,203161494,2020,9,5,11,Grasmere AVE,2,40.016102,-82.983133,4,Possible Injury
Cyclist,203164175,2020,9,5,13,High ST,4,39.893149,-82.995992,3,Non-Incapacitating Injury
Cyclist,203165680,2020,10,5,12,Hague AVE,2,39.948646,-83.073496,2,Incapacitating Injury
Cyclist,203167267,2020,10,2,6,LANCASTER AVE,2,39.955274,-82.80174,3,Non-Incapacitating Injury
Cyclist,203167862,2020,10,7,15,Springmont AVE,2,39.942547,-83.066588,4,Possible Injury
Cyclist,203171210,2020,8,2,10,BRENTWOOD RD,2,39.96125,-82.934546,4,Possible Injury
Cyclist,203171509,2020,10,1,14,MAIN ST US 40,4,39.955274,-82.801721,4,Possible Injury
Cyclist,203175671,2020,10,5,14,Morrill AVE,2,39.929295,-82.990622,3,Non-Incapacitating Injury
Cyclist,203179431,2020,10,3,18,Hamilton AVE,4,40.002591,-82.979866,3,Non-Incapacitating Injury
Cyclist,203180930,2020,10,2,19,ROBINWOOD AVE,2,39.970081,-82.896308,4,Possible Injury
Cyclist,203180978,2020,10,3,17,MAIN ST,4,39.956024,-82.896216,4,Possible Injury
Cyclist,203187330,2020,10,4,19,High ST,4,40.013912,-83.011185,2,Incapacitating Injury
Cyclist,203191002,2020,11,4,18,Cleveland AVE,4,40.049826,-82.953775,3,Non-Incapacitating Injury
Cyclist,203191321,2020,10,5,18,CASSIDY AVE,4,40.000831,-82.930084,3,Non-Incapacitating Injury
Cyclist,203191797,2020,10,7,20,Livingston AVE,4,39.948779,-82.951864,4,Possible Injury
Cyclist,203193241,2020,11,7,15,40,6,39.953637,-83.101024,2,Incapacitating Injury
Cyclist,203193748,2020,11,1,17,HIGH ST,4,39.997871,-83.007635,5,Property Damage
Cyclist,203196392,2020,11,4,17,GENESSEE AVE,2,40.018854,-82.961624,3,Non-Incapacitating Injury
Cyclist,203199394,2020,9,1,19,Ontario ST,2,40.014974,-82.976754,2,Incapacitating Injury
Cyclist,203202257,2020,11,3,22,Livingston AVE,4,39.944805,-82.877817,1,Fatal
Cyclist,203202937,2020,11,3,18,17th AVE,2,39.99957,-82.960955,4,Possible Injury
Cyclist,203215586,2020,12,6,21,High ST,2,39.986501,-83.004717,3,Non-Incapacitating Injury
Cyclist,203219910,2020,12,5,18,Hall RD,2,39.929797,-83.116519,3,Non-Incapacitating Injury
Cyclist,203230851,2020,12,7,19,Broad ST,3,39.967968,-82.95053,2,Incapacitating Injury
Cyclist,203234092,2020,12,3,20,Livingston AVE,4,39.947438,-82.925916,3,Non-Incapacitating Injury
Cyclist,204033227,2020,1,4,10,ANNIE JOHN GLENN AVE,2,40.000783,-83.015248,5,Property Damage
Cyclist,203237599,2020,12,6,23,Thurman AVE,4,39.939228,-82.983356,3,Non-Incapacitating Injury
Cyclist,204048405,2020,2,2,15,CRANDON ST,2,40.025208,-83.133023,3,Non-Incapacitating Injury
Cyclist,204054826,2020,3,7,14,AVERY RD,2,40.092018,-83.158448,3,Non-Incapacitating Injury
Cyclist,213092955,2021,6,3,18,Waterstone CT,2,40.112024,-83.058146,4,Possible Injury
Cyclist,213094397,2021,5,2,20,PARSONS AVE,4,39.926659,-82.984302,4,Possible Injury
Cyclist,213094674,2021,6,5,18,Catherine ST,2,39.949243,-83.04296,4,Possible Injury
Cyclist,213096848,2021,6,7,19,4th ST,2,39.984747,-82.999187,3,Non-Incapacitating Injury
Cyclist,213098562,2021,6,4,23,NORTON RD,2,39.92218,-83.144067,4,Possible Injury
Cyclist,213101327,2021,2,3,18,PARSONS AVE,4,39.919481,-82.984813,3,Non-Incapacitating Injury
Cyclist,213101418,2021,6,7,21,Summit ST,2,40.001814,-83.001044,4,Possible Injury
Cyclist,213101851,2021,6,6,4,WILIAMS RD,1,39.871755,-82.969007,2,Incapacitating Injury
Cyclist,204075207,2020,5,7,14,HOSPITAL DR,2,40.103293,-83.160033,3,Non-Incapacitating Injury
Cyclist,203001474,2020,1,6,17,Frebis AVE,2,39.934974,-82.9726,3,Non-Incapacitating Injury
Cyclist,213103651,2021,6,3,18,HAYDEN RUN RD,2,40.0328,-83.10238,4,Possible Injury
Cyclist,213104719,2021,6,7,1,Indianola AVE,2,39.999855,-83.003741,4,Possible Injury
Cyclist,213105231,2021,6,4,13,HAMILTON RD,4,40.020672,-82.866383,3,Non-Incapacitating Injury
Cyclist,204090806,2020,5,3,16,GRANDVIEW AVE,2,39.980073,-83.045141,5,Property Damage
Cyclist,206061026,2020,4,4,12,Baughman AVE,2,40.027033,-82.953305,3,Non-Incapacitating Injury
Cyclist,213106977,2021,6,1,20,Schrock RD,4,40.106171,-82.969661,3,Non-Incapacitating Injury
Cyclist,203002686,2020,1,4,16,Parsons AVE,4,39.928964,-82.984128,3,Non-Incapacitating Injury
Cyclist,203002940,2020,1,5,6,NORTH BROADWAY ST,4,40.031731,-83.027534,3,Non-Incapacitating Injury
Cyclist,203003149,2020,1,6,15,GRATTEN RD,2,39.944687,-82.879521,3,Non-Incapacitating Injury
Cyclist,206089682,2020,5,5,21,Cleveland AVE,4,40.041756,-82.960657,5,Property Damage
Cyclist,204109202,2020,5,5,20,DEMOREST RD,2,39.886412,-83.107378,3,Non-Incapacitating Injury
Cyclist,213111701,2021,6,7,12,Gates ST,2,39.937,-82.979833,3,Non-Incapacitating Injury
Cyclist,213112275,2021,6,7,21,BRELSFORD LN,4,40.074984,-83.12206,3,Non-Incapacitating Injury
Cyclist,206094006,2020,6,3,22,REED RD,4,40.037763,-83.066671,3,Non-Incapacitating Injury
Cyclist,206094758,2020,6,7,15,Cleveland AVE,4,40.034705,-82.963629,3,Non-Incapacitating Injury
Cyclist,206097103,2020,6,6,13,CLUBVIEW BLVD,2,40.126943,-83.056991,3,Non-Incapacitating Injury
Cyclist,213113353,2021,6,2,14,STATE ROUTE 315 S  SR 315.0,4,39.974172,-83.018331,4,Possible Injury
Cyclist,213113977,2021,6,2,13,BROAD ST SR 16.0,4,39.973209,-82.902549,4,Possible Injury
Cyclist,204122606,2020,6,2,20,WAGGONER RD,2,39.974061,-82.793185,3,Non-Incapacitating Injury
Cyclist,204127943,2020,6,4,18,BROOKSEDGE BLVD,4,40.109975,-82.930266,2,Incapacitating Injury
Cyclist,206114642,2020,7,6,12,Arlington Ave AVE,4,39.991995,-83.060322,4,Possible Injury
Cyclist,204132354,2020,7,1,21,VENTURA BLVD,2,39.873441,-83.097955,5,Property Damage
Cyclist,206120607,2020,7,2,21,Sunbury RD,2,39.99648,-82.940593,2,Incapacitating Injury
Cyclist,213116700,2021,3,6,21,HAMILTON RD,4,39.945725,-82.877739,2,Incapacitating Injury
Cyclist,213118933,2021,7,3,12,CLEVELAND AVE,4,40.084956,-82.951112,3,Non-Incapacitating Injury
Cyclist,206137944,2020,8,6,11,Tremont RD,4,40.012969,-83.068175,2,Incapacitating Injury
Cyclist,213121587,2021,7,7,1,12th AVE,4,39.99685,-83.007446,4,Possible Injury
Cyclist,213123860,2021,7,6,20,Hudson ST,2,40.01356,-82.965104,3,Non-Incapacitating Injury
Cyclist,204162826,2020,9,5,16,DEMPSEY RD,2,40.094883,-82.90698,2,Incapacitating Injury
Cyclist,204164390,2020,7,4,15,WOODY HAYES DR,2,40.004073,-83.015668,3,Non-Incapacitating Injury
Cyclist,204173348,2020,9,4,13,CR 665,2,39.834517,-83.062517,5,Property Damage
Cyclist,204173386,2020,9,2,15,GLADSTONE PL,2,40.008092,-83.153666,3,Non-Incapacitating Injury
Cyclist,214114902,2021,4,3,11,SCIOTO DARBY RD,2,40.033122,-83.170067,5,Property Damage
Cyclist,214114975,2021,5,3,19,104,2,39.861212,-83.027689,2,Incapacitating Injury
Cyclist,213125579,2021,7,4,16,HIGH ST,6,40.130286,-83.016563,3,Non-Incapacitating Injury
Cyclist,213125795,2021,7,6,6,CENTRAL AVE,2,39.945814,-83.035786,3,Non-Incapacitating Injury
Cyclist,213125967,2021,7,4,20,FULLER DR,2,40.062295,-83.014905,4,Possible Injury
Cyclist,214120810,2021,6,4,7,VALLEY VIEW DR,2,39.963042,-83.077232,3,Non-Incapacitating Injury
Cyclist,214120846,2021,6,7,16,MAIN ST,2,40.124744,-82.948166,5,Property Damage
Cyclist,214129401,2021,6,6,5,LEITHART DR,2,39.881253,-83.071561,5,Property Damage
Cyclist,213128378,2021,7,2,21,Parsons AVE,2,39.897596,-82.986483,2,Incapacitating Injury
Cyclist,204183445,2020,10,3,17,TRUEMAN BLVD,2,40.051151,-83.12505,3,Non-Incapacitating Injury
Cyclist,214130264,2021,5,5,15,WEST CARMACK RD,2,40.010876,-83.040335,5,Property Damage
Cyclist,213129820,2021,7,5,13,MAIN ST US 40,4,39.955436,-82.875731,3,Non-Incapacitating Injury
Cyclist,213129966,2021,7,4,17,Summit ST,4,39.999715,-83.001179,5,Property Damage
Cyclist,214130667,2021,6,4,20,BARONSCOURT WAY,2,40.086296,-83.165869,4,Possible Injury
Cyclist,214131078,2021,6,7,14,HOOVER RD,2,39.899751,-83.068215,5,Property Damage
Cyclist,214136163,2021,6,6,4,DEMOREST RD,2,39.895487,-83.106801,3,Non-Incapacitating Injury
Cyclist,213130291,2021,7,6,14,18th AVE,2,40.002736,-83.000989,3,Non-Incapacitating Injury
Cyclist,213131944,2021,6,1,3,STELZER RD,4,40.040211,-82.909746,2,Incapacitating Injury
Cyclist,213132090,2021,7,5,17,Grant AVE,4,39.955978,-82.989665,3,Non-Incapacitating Injury
Cyclist,214149791,2021,7,7,14,SR 3,2,40.124864,-82.93161,3,Non-Incapacitating Injury
Cyclist,214156858,2021,7,5,9,US ROUTE 40 E  US 40,4,39.952438,-83.123664,3,Non-Incapacitating Injury
Cyclist,204211713,2020,11,7,16,JOHNSTOWN RD,2,39.998069,-82.926346,3,Non-Incapacitating Injury
Cyclist,213135787,2021,7,3,2,STEWART AVE,2,39.940997,-82.973658,4,Possible Injury
Cyclist,214165334,2021,7,6,20,URBANCREST INDUSTRIAL DR,2,39.881849,-83.093948,4,Possible Injury
Cyclist,204212110,2020,11,6,16,SOUTHWEST BLVD,4,39.891436,-83.086795,3,Non-Incapacitating Injury
Cyclist,213136854,2021,7,6,14,ROSEHILL RD,2,39.955977,-82.819068,3,Non-Incapacitating Injury
Cyclist,214165653,2021,7,3,17,SANDUSKY ST,2,39.890476,-83.221921,3,Non-Incapacitating Injury
Cyclist,214171692,2021,8,3,19,NORTHWEST PKWY,2,40.037545,-83.156442,4,Possible Injury
Cyclist,213137581,2021,7,6,7,Champion AVE,2,39.972429,-82.968151,4,Possible Injury
Cyclist,213138001,2021,7,4,18,KITZMILLER RD,2,40.080094,-82.790009,3,Non-Incapacitating Injury
Cyclist,216079137,2021,5,3,16,Redding RD,2,40.011507,-83.070232,5,Property Damage
Cyclist,214171945,2021,8,4,16,BROADVIEW AVE,2,39.984441,-83.046246,4,Possible Injury
Cyclist,214173974,2021,8,6,14,TARA HILL DR,4,40.108025,-83.132525,3,Non-Incapacitating Injury
Cyclist,213141157,2021,8,6,11,KARL RD,4,40.065255,-82.976999,3,Non-Incapacitating Injury
Cyclist,213141604,2021,8,1,10,Northridge RD,4,40.042886,-83.018862,3,Non-Incapacitating Injury
Cyclist,204238270,2020,9,3,7,NORTHWEST BLVD,2,39.877817,-83.02983,5,Property Damage
Cyclist,213142509,2021,8,2,14,Morse RD,4,40.061757,-83.003122,3,Non-Incapacitating Injury
Cyclist,213142513,2021,8,5,20,High ST,2,40.02954,-83.015512,4,Possible Injury
Cyclist,214183500,2021,9,5,9,COLUMBUS ST,4,39.88339,-83.092419,5,Property Damage
Cyclist,214183526,2021,9,4,17,EMERALD PKWY,2,40.090972,-83.141797,4,Possible Injury
Cyclist,204239525,2020,12,7,13,HILLIARD ROME RD,4,40.017231,-83.15765,3,Non-Incapacitating Injury
Cyclist,213143535,2021,8,2,23,Broad ST,4,39.966212,-82.966049,3,Non-Incapacitating Injury
Cyclist,214187214,2021,9,5,17,SCHROCK RD,1,40.109409,-82.92863,4,Possible Injury
Cyclist,214194306,2021,9,5,21,US ROUTE 40 N  US 40,4,39.952196,-83.128708,4,Possible Injury
Cyclist,213148033,2021,8,7,19,17th AVE,2,40.001931,-83.007609,4,Possible Injury
Cyclist,214197544,2021,9,4,17,TARA HILL DR,4,40.111935,-83.154267,3,Non-Incapacitating Injury
Cyclist,204246402,2020,9,4,16,HARD RD,4,40.117905,-83.090399,5,Property Damage
Cyclist,204246430,2020,5,7,19,MUIRFIELD DR,4,40.137764,-83.150546,2,Incapacitating Injury
Cyclist,213151135,2021,8,3,21,HIGH ST,2,40.010865,-83.00975,3,Non-Incapacitating Injury
Cyclist,214208134,2021,10,3,10,WAKEFIELD DR,4,40.024135,-83.160415,4,Possible Injury
Cyclist,213151823,2021,8,4,12,Maize RD,4,40.034785,-82.989573,3,Non-Incapacitating Injury
Cyclist,214214710,2021,9,6,11,COLLEGE RD,2,40.000353,-83.010246,3,Non-Incapacitating Injury
Cyclist,213153605,2021,8,1,18,JOHNSTOWN DR,2,40.01656,-82.888923,4,Possible Injury
Cyclist,213155410,2021,8,2,18,Hamilton AVE,2,40.015974,-82.978574,3,Non-Incapacitating Injury
Cyclist,214232617,2021,9,5,17,SUNBURY RD,4,40.094285,-82.891936,3,Non-Incapacitating Injury
Cyclist,216172180,2021,9,6,15,ZOLLINGER RD,4,40.018806,-83.058551,3,Non-Incapacitating Injury
Cyclist,213155649,2021,8,3,1,Sullivant AVE,2,39.947033,-83.054597,3,Non-Incapacitating Injury
Cyclist,213156243,2021,8,7,23,CLEVELAND AVE,4,40.095171,-82.950321,2,Incapacitating Injury
Cyclist,206228532,2020,12,1,17,Westerville RD,2,40.038883,-82.951691,3,Non-Incapacitating Injury
Cyclist,213158414,2021,8,6,12,Wayne AVE,2,39.954437,-83.064318,3,Non-Incapacitating Injury
Cyclist,213158649,2021,8,7,23,CLEVELAND AVE,4,40.093685,-82.950446,2,Incapacitating Injury
Cyclist,212100189,2021,5,7,1,US 62,2,39.921199,-83.061264,1,Fatal
Cyclist,212237675,2021,11,3,0,US 23,4,40.09798,-83.017508,4,Possible Injury
Cyclist,203008362,2020,1,1,19,Sullivant AVE,2,39.941499,-83.130468,2,Incapacitating Injury
Cyclist,213159839,2021,8,5,14,TUTTLE PARK PL,2,40.002626,-83.018553,5,Property Damage
Cyclist,213160069,2021,8,6,17,Steele AVE,2,39.958494,-83.074866,3,Non-Incapacitating Injury
Cyclist,214267654,2021,10,5,9,BRITTON PKWY,4,40.049622,-83.134195,3,Non-Incapacitating Injury
Cyclist,214267756,2021,10,1,18,US 62,4,39.900898,-83.078166,2,Incapacitating Injury
Cyclist,213002364,2021,1,7,18,High ST,4,39.985293,-83.005193,5,Property Damage
Cyclist,213002416,2021,1,7,7,BROAD ST,4,39.977403,-82.863326,1,Fatal
Cyclist,213002450,2021,1,7,13,Westerville RD,2,40.065708,-82.932374,3,Non-Incapacitating Injury
Cyclist,203013837,2020,1,2,16,HUNTER AVE,2,39.990253,-83.009221,4,Possible Injury
Cyclist,213007408,2021,1,3,17,3rd AVE,4,39.985144,-83.044754,5,Property Damage
Cyclist,213007592,2021,1,4,4,BROAD ST,4,39.97654,-82.870598,2,Incapacitating Injury
Cyclist,213162222,2021,9,5,18,STANWOOD RD,2,39.969406,-82.927703,2,Incapacitating Injury
Cyclist,203017981,2020,2,3,6,Kenwick RD,2,39.943236,-82.921034,4,Possible Injury
Cyclist,203021607,2020,2,2,18,Long ST,4,39.966021,-82.991945,4,Possible Injury
Cyclist,203024344,2020,2,5,16,Morse RD,4,40.05949,-82.952135,3,Non-Incapacitating Injury
Cyclist,203025240,2020,2,5,8,11th AVE,4,39.994591,-83.00295,3,Non-Incapacitating Injury
Cyclist,213014306,2021,1,5,13,MAIN ST,4,39.958091,-82.982063,3,Non-Incapacitating Injury
Cyclist,213020901,2021,2,3,21,Hamilton RD,4,39.948879,-82.877534,4,Possible Injury
Cyclist,215191610,2021,10,1,1,LIVINGSTON AVE,4,39.943155,-82.820031,2,Incapacitating Injury
Cyclist,203030423,2020,2,6,13,Powell AVE,2,39.949626,-83.074807,3,Non-Incapacitating Injury
Cyclist,203032226,2020,2,2,19,5th AVE,4,39.986618,-82.993751,2,Incapacitating Injury
Cyclist,213031953,2021,3,3,14,Frebis AVE,2,39.934579,-82.964476,3,Non-Incapacitating Injury
Cyclist,203033575,2020,2,4,19,High ST,4,39.942128,-82.996761,3,Non-Incapacitating Injury
Cyclist,213032397,2021,3,2,13,MAIN RD US 40,4,39.954963,-82.819503,4,Possible Injury
Cyclist,213034687,2021,3,1,11,Cleveland AVE,4,40.024588,-82.964579,3,Non-Incapacitating Injury
Cyclist,213034798,2021,3,1,15,Broad ST,4,39.955433,-83.063768,2,Incapacitating Injury
Cyclist,213035579,2021,3,5,13,REMINGTON RD,2,39.950007,-82.93057,3,Non-Incapacitating Injury
Cyclist,213036067,2021,3,3,17,SOUTH ST,2,40.084419,-83.018402,3,Non-Incapacitating Injury
Cyclist,213037413,2021,3,3,23,Fisher RD,4,39.972791,-83.131717,3,Non-Incapacitating Injury
Cyclist,213039342,2021,3,6,14,RENNER RD,2,39.981278,-83.149527,3,Non-Incapacitating Injury
Cyclist,213041220,2021,3,3,16,Hamilton RD,2,39.930203,-82.879321,3,Non-Incapacitating Injury
Cyclist,213044893,2021,3,6,17,NORTH ST,2,40.093456,-83.012679,3,Non-Incapacitating Injury
Cyclist,213046817,2021,3,4,12,MAIN ST,4,39.954968,-82.819157,3,Non-Incapacitating Injury
Cyclist,213047062,2021,3,3,7,Hunter AVE,2,39.993086,-83.009741,3,Non-Incapacitating Injury
Cyclist,213047449,2021,3,6,18,Oakland Park AVE,2,40.031274,-82.963599,3,Non-Incapacitating Injury
Cyclist,213047710,2021,3,5,21,High ST,2,40.014452,-83.011369,2,Incapacitating Injury
Cyclist,213047800,2021,3,7,19,STATE ROUTE 161 E  SR 161,4,40.087487,-82.98573,2,Incapacitating Injury
Cyclist,213050903,2021,3,5,20,SULLIVANT AVE,2,39.938422,-83.112562,2,Incapacitating Injury
